well,elapsed,buildup,buildup(m)
PW-2,0,0,0
PW-2,540,4.66,1.420298689
PW-2,900,3.3,1.005790917
PW-2,"1,380.00",3.71,1.130752819
PW-2,"1,680.00",4.19,1.27704968
PW-2,"2,160.00",4.8,1.462968607
PW-2,"2,580.00",5.54,1.688509601
