well,elapsed,buildup,buildup(m)
PMW-5,0,0,0
PMW-5,900,5.8562994,1.784912953
PMW-5,"1,800.00",5.8727036,1.78991271
PMW-5,"2,700.00",6.14501332,1.872908662
