well,elapsed,buildup,buildup(m)
PW-1,"1,078.00",0.07263233,0.022137254
PW-1,"1,098.00",0.0783738,0.023887169
PW-1,"1,118.00",0.0783738,0.023887169
PW-1,"1,138.00",0.0783738,0.023887169
PW-1,"1,158.00",0.08411527,0.025637083
PW-1,"1,178.00",0.08411527,0.025637083
PW-1,"1,198.00",0.08411527,0.025637083
PW-1,"1,218.00",0.09368439,0.028553609
PW-1,"1,238.00",0.09177056,0.027970302
PW-1,"1,258.00",0.09177056,0.027970302
PW-1,"1,278.00",0.09177056,0.027970302
PW-1,"1,298.00",0.09760499,0.029748549
PW-1,"1,318.00",0.09853456,0.030031868
PW-1,"1,338.00",0.09946413,0.030315187
PW-1,"1,358.00",0.10613518,0.032348424
PW-1,"1,378.00",0.10706475,0.032631743
PW-1,"1,398.00",0.11373579,0.034664977
PW-1,"1,418.00",0.11466536,0.034948296
PW-1,"1,438.00",0.11559493,0.035231615
PW-1,"1,458.00",0.12226597,0.037264849
PW-1,"1,478.00",0.12319554,0.037548168
PW-1,"1,498.00",0.12412511,0.037831487
PW-1,"1,518.00",0.13270998,0.040448028
PW-1,"1,538.00",0.13555337,0.041314651
PW-1,"1,558.00",0.13456912,0.041014666
PW-1,"1,578.00",0.14124016,0.0430479
PW-1,"1,598.00",0.14203303,0.043289555
PW-1,"1,618.00",0.14733706,0.044906144
PW-1,"1,638.00",0.15264108,0.046522731
PW-1,"1,658.00",0.15220364,0.046389406
PW-1,"1,678.00",0.15176619,0.046256077
PW-1,"1,698.00",0.15898404,0.048455971
PW-1,"1,718.00",0.15854659,0.048322642
PW-1,"1,738.00",0.15810915,0.048189317
PW-1,"1,758.00",0.16341317,0.049805904
PW-1,"1,778.00",0.1687172,0.051422493
PW-1,"1,798.00",0.16827975,0.051289165
PW-1,"1,818.00",0.17358378,0.052905754
PW-1,"1,838.00",0.17314633,0.052772426
PW-1,"1,858.00",0.17270889,0.052639101
PW-1,"1,878.00",0.17801291,0.054255687
PW-1,"1,898.00",0.18531825,0.056482246
PW-1,"1,918.00",0.18575569,0.056615571
PW-1,"1,938.00",0.19193461,0.058498814
PW-1,"1,958.00",0.19237205,0.05863214
PW-1,"1,978.00",0.1928095,0.058765468
PW-1,"1,998.00",0.19324695,0.058898796
PW-1,"2,018.00",0.19942586,0.060782036
PW-1,"2,038.00",0.20560478,0.062665279
PW-1,"2,058.00",0.20604222,0.062798604
PW-1,"2,078.00",0.21413496,0.065265151
PW-1,"2,098.00",0.22031388,0.067148394
PW-1,"2,118.00",0.22075132,0.067281719
PW-1,"2,138.00",0.22118877,0.067415047
PW-1,"2,158.00",0.22162621,0.067548372
PW-1,"2,178.00",0.22780513,0.069431615
PW-1,"2,198.00",0.22814961,0.069536608
PW-1,"2,218.00",0.22765749,0.069386617
PW-1,"2,238.00",0.23290683,0.070986538
PW-1,"2,258.00",0.22667324,0.069086632
PW-1,"2,278.00",0.23192258,0.070686553
PW-1,"2,298.00",0.23717193,0.072286477
PW-1,"2,318.00",0.2366798,0.072136483
PW-1,"2,338.00",0.24384297,0.07431971
PW-1,"2,358.00",0.24335084,0.074169717
PW-1,"2,378.00",0.24285871,0.074019723
PW-1,"2,398.00",0.24810806,0.075619646
PW-1,"2,418.00",0.24761593,0.075469653
PW-1,"2,438.00",0.25286528,0.077069576
PW-1,"2,458.00",0.25237315,0.076919582
PW-1,"2,478.00",0.25188102,0.076769589
PW-1,"2,498.00",0.26100723,0.079551122
PW-1,"2,518.00",0.25717958,0.078384511
PW-1,"2,538.00",0.25717958,0.078384511
PW-1,"2,558.00",0.26483487,0.080717729
PW-1,"2,578.00",0.26483487,0.080717729
PW-1,"2,598.00",0.27057634,0.082467644
PW-1,"2,618.00",0.27631781,0.084217559
PW-1,"2,638.00",0.27631781,0.084217559
PW-1,"2,658.00",0.27631781,0.084217559
PW-1,"2,678.00",0.27631781,0.084217559
PW-1,"2,698.00",0.28588693,0.087134084
PW-1,"2,718.00",0.28780075,0.087717388
PMW-14,0,0,0
PMW-14,9,-0.0048119,-0.001466596
PMW-14,29,-0.00388233,-0.001183276
PMW-14,49,0.00278871,0.000849957
PMW-14,69,0.00371828,0.001133276
PMW-14,89,0.01531058,0.004666437
PMW-14,109,0.0213774,0.006515514
PMW-14,129,0.03286034,0.010015343
PMW-14,149,0.03286034,0.010015343
PMW-14,169,0.04434328,0.013515172
PMW-14,189,0.05500601,0.016765014
PMW-14,209,0.06648895,0.020264843
PMW-14,229,0.06648895,0.020264843
PMW-14,249,0.08371336,0.025514587
PMW-14,269,0.08371336,0.025514587
PMW-14,289,0.09437609,0.028764429
PMW-14,309,0.10011756,0.030514343
PMW-14,329,0.10585903,0.032264258
PMW-14,349,0.1116005,0.034014173
PMW-14,369,0.1280047,0.039013929
PMW-14,389,0.1280047,0.039013929
PMW-14,409,0.12772036,0.038927266
PMW-14,429,0.13302439,0.040543856
PMW-14,449,0.13832841,0.042160442
PMW-14,469,0.14363244,0.043777031
PMW-14,489,0.14893646,0.045393618
PMW-14,509,0.14849902,0.045260293
PMW-14,529,0.15380304,0.046876879
PMW-14,549,0.15828686,0.048243481
PMW-14,569,0.16359088,0.049860067
PMW-14,589,0.1688949,0.051476653
PMW-14,609,0.16845746,0.051343328
PMW-14,629,0.16802001,0.05121
PMW-14,649,0.17332404,0.052826589
PMW-14,669,0.17862806,0.054443176
PMW-14,689,0.17819062,0.054309851
PMW-14,709,0.18377898,0.0560131
PMW-14,729,0.18377898,0.0560131
PMW-14,749,0.18870024,0.057513027
PMW-14,769,0.18870024,0.057513027
PMW-14,789,0.18870024,0.057513027
PMW-14,809,0.19444171,0.059262941
PMW-14,829,0.18870024,0.057513027
PMW-14,849,0.20018318,0.061012856
PMW-14,869,0.20018318,0.061012856
PMW-14,889,0.20592465,0.06276277
PMW-14,909,0.21166612,0.064512685
PMW-14,929,0.21166612,0.064512685
PMW-14,949,0.21166612,0.064512685
PMW-14,969,0.21740759,0.0662626
PMW-14,989,0.21740759,0.0662626
PMW-14,"1,009.00",0.22232885,0.067762527
PMW-14,"1,029.00",0.22232885,0.067762527
PMW-14,"1,049.00",0.22807032,0.069512441
PMW-14,"1,069.00",0.22232885,0.067762527
PMW-14,"1,089.00",0.23381179,0.071262356
PMW-14,"1,109.00",0.23381179,0.071262356
PMW-14,"1,129.00",0.23955326,0.073012271
PMW-14,"1,149.00",0.23955326,0.073012271
PMW-14,"1,169.00",0.24529473,0.074762185
PMW-14,"1,189.00",0.24529473,0.074762185
PMW-14,"1,209.00",0.24529473,0.074762185
PMW-14,"1,229.00",0.2510362,0.0765121
PMW-14,"1,249.00",0.24529473,0.074762185
PMW-14,"1,269.00",0.25677767,0.078262015
PMW-14,"1,289.00",0.25677767,0.078262015
PMW-14,"1,309.00",0.25738189,0.078446172
PMW-14,"1,329.00",0.25257,0.076979579
PMW-14,"1,349.00",0.25924104,0.079012813
PMW-14,"1,369.00",0.26509187,0.080796059
PMW-14,"1,389.00",0.26602144,0.081079378
PMW-14,"1,409.00",0.26695101,0.081362697
PMW-14,"1,429.00",0.26788058,0.081646016
PMW-14,"1,449.00",0.27455162,0.08367925
PMW-14,"1,469.00",0.28122266,0.085712484
PMW-14,"1,489.00",0.28215224,0.085995806
PMW-14,"1,509.00",0.28882328,0.08802904
PMW-14,"1,529.00",0.28975285,0.088312359
PMW-14,"1,549.00",0.29642389,0.090345593
PMW-14,"1,569.00",0.29735346,0.090628912
PMW-14,"1,589.00",0.29828303,0.090912231
PMW-14,"1,609.00",0.29832404,0.09092473
PMW-14,"1,629.00",0.30362807,0.09254132
PMW-14,"1,649.00",0.29744915,0.090658077
PMW-14,"1,669.00",0.30275318,0.092274666
PMW-14,"1,689.00",0.30723699,0.093641265
PMW-14,"1,709.00",0.30187829,0.092008013
PMW-14,"1,729.00",0.3063621,0.093374611
PMW-14,"1,749.00",0.30592466,0.093241286
PMW-14,"1,769.00",0.30548721,0.093107958
PMW-14,"1,789.00",0.30504976,0.09297463
PMW-14,"1,809.00",0.31609526,0.096341134
PMW-14,"1,829.00",0.31565781,0.096207806
PMW-14,"1,849.00",0.3094789,0.094324566
PMW-14,"1,869.00",0.31478292,0.095941152
PMW-14,"1,889.00",0.31434548,0.095807827
PMW-14,"1,909.00",0.32021818,0.097597738
PMW-14,"1,929.00",0.31491416,0.095981152
PMW-14,"1,949.00",0.3153516,0.096114477
PMW-14,"1,969.00",0.31578905,0.096247806
PMW-14,"1,989.00",0.31622649,0.096381131
PMW-14,"2,009.00",0.32814688,0.100014288
PMW-14,"2,029.00",0.32858432,0.100147614
PMW-14,"2,049.00",0.32902177,0.100280942
PMW-14,"2,069.00",0.32945921,0.100414267
PMW-14,"2,089.00",0.32989666,0.100547595
PMW-14,"2,109.00",0.32459264,0.098931009
PMW-14,"2,129.00",0.33077155,0.100814249
PMW-14,"2,149.00",0.331209,0.100947577
PMW-14,"2,169.00",0.33164644,0.101080902
PMW-14,"2,189.00",0.33208389,0.10121423
PMW-14,"2,209.00",0.32617564,0.099413484
PMW-14,"2,229.00",0.33716645,0.102763319
PMW-14,"2,249.00",0.34159559,0.104113255
PMW-14,"2,269.00",0.3361822,0.102463334
PMW-14,"2,289.00",0.34061134,0.10381327
PMW-14,"2,309.00",0.34011921,0.103663276
PMW-14,"2,329.00",0.34536855,0.105263197
PMW-14,"2,349.00",0.34487643,0.105113206
PMW-14,"2,369.00",0.33864283,0.103213298
PMW-14,"2,389.00",0.33815071,0.103063307
PMW-14,"2,409.00",0.34340005,0.104663228
PMW-14,"2,429.00",0.35193023,0.1072631
PMW-14,"2,449.00",0.34815727,0.106113158
PMW-14,"2,469.00",0.35340661,0.107713078
PMW-14,"2,489.00",0.35291449,0.107563087
PMW-14,"2,509.00",0.35274224,0.107510588
PMW-14,"2,529.00",0.35274224,0.107510588
PMW-14,"2,549.00",0.35274224,0.107510588
PMW-14,"2,569.00",0.35602308,0.108510539
PMW-14,"2,589.00",0.36422518,0.111010418
PMW-14,"2,609.00",0.35602308,0.108510539
PMW-14,"2,629.00",0.36176455,0.110260454
PMW-14,"2,649.00",0.36176455,0.110260454
PMW-14,"2,669.00",0.36750602,0.112010369
PMW-14,"2,689.00",0.37488791,0.114260259
PMW-14,"2,709.00",0.36914644,0.112510344
PMW-4,0,0,0
PMW-4,12,0.01096347,0.003341503
PMW-4,42,0.00661636,0.002016568
PMW-4,72,0.01375218,0.00419146
PMW-4,102,0.0091262,0.00278153
PMW-4,132,0.0091262,0.00278153
PMW-4,162,0.0091262,0.00278153
PMW-4,192,0.0091262,0.00278153
PMW-4,222,0.01486767,0.004531445
PMW-4,252,0.01486767,0.004531445
PMW-4,282,0.0091262,0.00278153
PMW-4,312,0.0091262,0.00278153
PMW-4,342,0.01486767,0.004531445
PMW-4,372,0.0091262,0.00278153
PMW-4,402,0.00899497,0.002741533
PMW-4,432,0.0083388,0.002541542
PMW-4,462,0.0134241,0.004091466
PMW-4,492,0.01276793,0.003891475
PMW-4,522,0.01211176,0.003691484
PMW-4,552,0.0114556,0.003491496
PMW-4,582,0.01079943,0.003291506
PMW-4,612,0.00440179,0.0013416
PMW-4,642,-0.00008202,-2.50E-05
PMW-4,672,0.01265857,0.003858144
PMW-4,702,0.00256452,0.000781628
PMW-4,732,0.00830599,0.002531542
PMW-4,762,0.01596128,0.004864761
PMW-4,792,0.01213364,0.003698153
PMW-4,822,0.00256452,0.000781628
PMW-4,852,0.00256452,0.000781628
PMW-4,882,0.01213364,0.003698153
PMW-4,912,0.00830599,0.002531542
PMW-4,942,0.01213364,0.003698153
PMW-4,972,0.01596128,0.004864761
PMW-4,"1,002.00",0.00830599,0.002531542
PMW-4,"1,032.00",0.01213364,0.003698153
PMW-4,"1,062.00",0.01213364,0.003698153
PMW-4,"1,092.00",0.01596128,0.004864761
PMW-4,"1,122.00",0.01596128,0.004864761
PMW-4,"1,152.00",0.01596128,0.004864761
PMW-4,"1,182.00",0.01596128,0.004864761
PMW-4,"1,212.00",0.02170275,0.006614675
PMW-4,"1,242.00",0.01213364,0.003698153
PMW-4,"1,272.00",0.01596128,0.004864761
PMW-4,"1,302.00",0.02198162,0.006699671
PMW-4,"1,332.00",0.02337598,0.007124651
PMW-4,"1,362.00",0.01137358,0.003466498
PMW-4,"1,392.00",0.01659558,0.005058086
PMW-4,"1,422.00",0.02181758,0.006649674
PMW-4,"1,452.00",0.02895341,0.008824569
PMW-4,"1,482.00",0.02077865,0.006333023
PMW-4,"1,512.00",0.03556977,0.010841137
PMW-4,"1,542.00",0.03313648,0.010099506
PMW-4,"1,572.00",0.02113407,0.00644135
PMW-4,"1,602.00",0.02211833,0.006741338
PMW-4,"1,632.00",0.03485892,0.01062448
PMW-4,"1,662.00",0.02846128,0.008674575
PMW-4,"1,692.00",0.03354659,0.010224502
PMW-4,"1,722.00",0.03289042,0.010024511
PMW-4,"1,752.00",0.03223425,0.00982452
PMW-4,"1,782.00",0.03157808,0.009624529
PMW-4,"1,812.00",0.03474956,0.010591149
PMW-4,"1,842.00",0.03983486,0.012141073
PMW-4,"1,872.00",0.03917869,0.011941082
PMW-4,"1,902.00",0.04644029,0.01415431
PMW-4,"1,932.00",0.03944116,0.012021079
PMW-4,"1,962.00",0.04009733,0.01222107
PMW-4,"1,992.00",0.04458114,0.013587668
PMW-4,"2,022.00",0.0356682,0.010871137
PMW-4,"2,052.00",0.03632436,0.011071125
PMW-4,"2,082.00",0.05037729,0.015354249
PMW-4,"2,112.00",0.04720582,0.014387632
PMW-4,"2,142.00",0.04403434,0.013421012
PMW-4,"2,172.00",0.04469051,0.013621003
PMW-4,"2,202.00",0.04889545,0.014902606
PMW-4,"2,232.00",0.05772638,0.017594142
PMW-4,"2,262.00",0.05124672,0.015619238
PMW-4,"2,292.00",0.05050853,0.015394249
PMW-4,"2,322.00",0.04594269,0.014002649
PMW-4,"2,352.00",0.0452045,0.013777659
PMW-4,"2,382.00",0.04829396,0.014719281
PMW-4,"2,412.00",0.04372813,0.013327684
PMW-4,"2,442.00",0.04681758,0.014269302
PMW-4,"2,472.00",0.05182086,0.015794227
PMW-4,"2,502.00",0.05123031,0.015614237
PMW-4,"2,532.00",0.05505796,0.016780847
PMW-4,"2,562.00",0.05505796,0.016780847
PMW-4,"2,592.00",0.06079943,0.018530762
PMW-4,"2,622.00",0.05505796,0.016780847
PMW-4,"2,652.00",0.05505796,0.016780847
PMW-4,"2,682.00",0.05505796,0.016780847
PMW-4,"2,712.00",0.05505796,0.016780847
PMW-3,0,0,0
PMW-3,20,0.00667104,0.002033234
PMW-3,40,0.00185914,0.000566638
PMW-3,60,0.00087489,0.000266653
PMW-3,80,0.01137358,0.003466498
PMW-3,100,0.01211724,0.003693155
PMW-3,120,0.02168635,0.006609677
PMW-3,140,0.02168635,0.006609677
PMW-3,160,0.02360018,0.007192984
PMW-3,180,0.03125547,0.009526202
PMW-3,200,0.03125547,0.009526202
PMW-3,220,0.03699694,0.011276117
PMW-3,240,0.04082459,0.012442728
PMW-3,260,0.04465223,0.013609336
PMW-3,280,0.04847988,0.014775946
PMW-3,300,0.06187664,0.01885908
PMW-3,320,0.06187664,0.01885908
PMW-3,340,0.06761811,0.020608994
PMW-3,360,0.06953194,0.021192301
PMW-3,380,0.07527341,0.022942216
PMW-3,400,0.08666886,0.026415379
PMW-3,420,0.08240377,0.025115443
PMW-3,440,0.08962161,0.027315334
PMW-3,460,0.09492564,0.028931923
PMW-3,480,0.09448819,0.028798595
PMW-3,500,0.09979222,0.030415184
PMW-3,520,0.09935477,0.030281856
PMW-3,540,0.1046588,0.031898446
PMW-3,560,0.10996282,0.033515032
PMW-3,580,0.11526685,0.035131621
PMW-3,600,0.11674322,0.035581597
PMW-3,620,0.12013343,0.036614883
PMW-3,640,0.12735127,0.038814773
PMW-3,660,0.12308618,0.037514837
PMW-3,680,0.13221785,0.040298034
PMW-3,700,0.13569554,0.041357982
PMW-3,720,0.13952319,0.042524593
PMW-3,740,0.13952319,0.042524593
PMW-3,760,0.14526466,0.044274508
PMW-3,780,0.14143701,0.043107897
PMW-3,800,0.14526466,0.044274508
PMW-3,820,0.14717848,0.044857812
PMW-3,840,0.15291995,0.046607726
PMW-3,860,0.15291995,0.046607726
PMW-3,880,0.15866142,0.048357641
PMW-3,900,0.16440289,0.050107556
PMW-3,920,0.16440289,0.050107556
PMW-3,940,0.16631672,0.050690863
PMW-3,960,0.16823054,0.051274166
PMW-3,980,0.17205819,0.052440777
PMW-3,"1,000.00",0.16823054,0.051274166
PMW-3,"1,020.00",0.17779966,0.054190692
PMW-3,"1,040.00",0.18354113,0.055940607
PMW-3,"1,060.00",0.18354113,0.055940607
PMW-3,"1,080.00",0.18354113,0.055940607
PMW-3,"1,100.00",0.18545495,0.05652391
PMW-3,"1,120.00",0.19119642,0.058273825
PMW-3,"1,140.00",0.19119642,0.058273825
PMW-3,"1,160.00",0.19693789,0.06002374
PMW-3,"1,180.00",0.19693789,0.06002374
PMW-3,"1,200.00",0.20076554,0.061190351
PMW-3,"1,220.00",0.20650701,0.062940265
PMW-3,"1,240.00",0.20076554,0.061190351
PMW-3,"1,260.00",0.21033465,0.064106873
PMW-3,"1,280.00",0.21607612,0.065856788
PMW-3,"1,300.00",0.21243439,0.064746842
PMW-3,"1,320.00",0.21336396,0.065030162
PMW-3,"1,340.00",0.21429353,0.065313481
PMW-3,"1,360.00",0.21905075,0.066763411
PMW-3,"1,380.00",0.22763562,0.069379951
PMW-3,"1,400.00",0.23047901,0.070246574
PMW-3,"1,420.00",0.23523623,0.071696504
PMW-3,"1,440.00",0.23233815,0.070813212
PMW-3,"1,460.00",0.23326772,0.071096532
PMW-3,"1,480.00",0.24376641,0.074296376
PMW-3,"1,500.00",0.24660981,0.075163002
PMW-3,"1,520.00",0.24562556,0.074863017
PMW-3,"1,540.00",0.24655513,0.075146336
PMW-3,"1,560.00",0.25131234,0.076596263
PMW-3,"1,580.00",0.25606956,0.078046193
PMW-3,"1,600.00",0.25672573,0.078246184
PMW-3,"1,620.00",0.25628829,0.078112859
PMW-3,"1,640.00",0.25776466,0.078562835
PMW-3,"1,660.00",0.25732722,0.078429509
PMW-3,"1,680.00",0.26263124,0.080046096
PMW-3,"1,700.00",0.2621938,0.07991277
PMW-3,"1,720.00",0.25984253,0.079196138
PMW-3,"1,740.00",0.26131891,0.079646117
PMW-3,"1,760.00",0.26853675,0.081846007
PMW-3,"1,780.00",0.27384078,0.083462597
PMW-3,"1,800.00",0.26574804,0.08099605
PMW-3,"1,820.00",0.27296589,0.083195943
PMW-3,"1,840.00",0.27635609,0.084229226
PMW-3,"1,860.00",0.27591864,0.084095898
PMW-3,"1,880.00",0.27165355,0.082795962
PMW-3,"1,900.00",0.27521873,0.083882575
PMW-3,"1,920.00",0.27948382,0.085182511
PMW-3,"1,940.00",0.27800745,0.084732536
PMW-3,"1,960.00",0.28610019,0.087199083
PMW-3,"1,980.00",0.28653763,0.087332408
PMW-3,"2,000.00",0.29080272,0.088632344
PMW-3,"2,020.00",0.29124017,0.088765672
PMW-3,"2,040.00",0.29167761,0.088898997
PMW-3,"2,060.00",0.29402888,0.089615629
PMW-3,"2,080.00",0.3002078,0.091498872
PMW-3,"2,100.00",0.30064524,0.091632198
PMW-3,"2,120.00",0.29725504,0.090598915
PMW-3,"2,140.00",0.30152013,0.091898851
PMW-3,"2,160.00",0.30195758,0.092032179
PMW-3,"2,180.00",0.30430885,0.092748811
