well,date,time,elapsed,head(ft),buildup,buildup(m)
PW-1,8/23/2024,10:49:00,0:00:00,19.66,0,0
PW-1,8/23/2024,11:04:00,0:15:00,18.16,1.4,0.426699177
PW-1,8/23/2024,11:16:00,0:27:00,17.99,1.63,0.496799756
PW-1,8/23/2024,11:29:00,0:40:00,17.89,1.72,0.524230418
PW-1,8/23/2024,11:49:00,1:00:00,17.83,1.83,0.557756781
