well,date,time,elapsed,head(ft),buildup,buildup(m)
PMW-5,8/26/2024,13:00:00,0:00:00,7.98556456,0,0
PMW-5,8/26/2024,13:15:00,0:15:00,13.84186396,5.8562994,1.784912953
PMW-5,8/26/2024,13:30:00,0:30:00,13.85826816,5.8727036,1.78991271
PMW-5,8/26/2024,13:45:00,0:45:00,14.13057788,6.14501332,1.872908662
