well,date,time,elapsed,head(ft),buildup,buildup(m)
PW-2,8/27/2024,9:45:00,0:00:00,39.77602927,0,0
PW-2,8/27/2024,10:00:00,0:15:00,32.69,4.66,1.420298689
PW-2,8/27/2024,10:13:00,0:28:00,32.64,3.3,1.005790917
PW-2,8/27/2024,10:28:00,0:43:00,32.57,5.54,1.688509601
